status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
kept,Students’ Misconceptions and Other Difficulties in Introductory Programming,Yizhou Qian; James Daniel Lehman,2017,ACM Transactions on Computing Education,10.1145/3077618,https://openalex.org/W2766624855,misconceptions; introductory-programming; literature-review,"Efforts to improve computer science education are underway, and teachers of computer science are challenged in introductory programming courses to help learners develop their understanding of programming and computer science. Identifying and addressing students’ misconceptions is a key part of a computer science teacher's competence. However, relevant research on this topic is not as fully developed in the computer science education field as it is in mathematics and science education. In this article, we first review relevant literature on general definitions of misconceptions and studies about students’ misconceptions and other difficulties in introductory programming. Next, we investigate the factors that contribute to the difficulties. Finally, strategies and tools to address difficulties including misconceptions are discussed. Based on the review of literature, we found that students exhibit various misconceptions and other difficulties in syntactic knowledge, conceptual knowledge, and strategic knowledge. These difficulties experienced by students are related to many factors including unfamiliarity of syntax, natural language, math knowledge, inaccurate mental models, lack of strategies, programming environments, and teachers’ knowledge and instruction. However, many sources of students’ difficulties have connections with students’ prior knowledge. To better understand and address students’ misconceptions and other difficulties, various instructional approaches and tools have been developed. Nevertheless, the dissemination of these approaches and tools has been limited. Thus, first, we suggest enhancing the dissemination of existing tools and approaches and investigating their long-term effects. Second, we recommend that computing education research move beyond documenting misconceptions to address the development of students’ (mis)conceptions by integrating conceptual change theories. Third, we believe that developing and enhancing instructors’ pedagogical content knowledge (PCK), including their knowledge of students’ misconceptions and ability to apply effective instructional approaches and tools to address students’ difficulties, is vital to the success of teaching introductory programming.",openalex,llm,0.990,unreviewed,
kept,A Systematic Literature Review on Teaching and Learning Introductory Programming in Higher Education,Rodrigo Pessoa Medeiros; Geber Ramalho; Taciana Pontual Falcão,2018,IEEE Transactions on Education,10.1109/te.2018.2864133,https://openalex.org/W2889140186,difficulties; introductory-programming; literature-review,"Contribution: This paper adds to the results of previous systematic literature reviews by addressing a more contemporary context of introductory programming. It proposes a categorization of introductory programming challenges, and highlights key issues for a research roadmap on introductory programming learning and teaching in higher education. Background: Despite the advances in methods and tools for teaching and learning introductory programming, dropout and failure rates are still high. Published surveys and reviews either cover papers only up to 2007, or focus on methods and tools for teaching introductory programming. Research Questions: 1) What previous skills and background knowledge are key for a novice student to learn programming? 2) What difficulties do novice students encounter in learning how to program? 3) What challenges do teachers encounter in teaching introductory programming? Methodology: Following a formal protocol, automatic and manual searches were performed for work from 2010 to 2016. Of 100 papers selected for data extraction, 89 were retained after quality assessment. Findings: The most frequently cited skills necessary for learning programming were related to problem solving and mathematical ability. Problem solving was also cited as a learning challenge, followed by motivation and engagement, and difficulties in learning the syntax of programming languages. The main teaching challenges concern the lack of appropriate methods and tools, as well as scaling and personalized teaching.",openalex,llm,0.950,unreviewed,
discarded,Introductory programming: a systematic literature review,Andrew Luxton-Reilly; Simon; Ibrahim Albluwi; Brett A. Becker; Michail N. Giannakos; Amruth N. Kumar; Linda Ott; James H. Paterson; Michael Scott; Judy Sheard; Claudia Szabo,2018,ITICSE 2018 COMPANION: PROCEEDINGS COMPANION OF THE 23RD ANNUAL ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION,10.1145/3293881.3295779,https://openalex.org/W2910880405,too-broad-review; not-focused-on-misconceptions,"As computing becomes a mainstream discipline embedded in the school curriculum and acts as an enabler for an increasing range of academic disciplines in higher education, the literature on introductory programming is growing. Although there have been several reviews that focus on specific aspects of introductory programming, there has been no broad overview of the literature exploring recent trends across the breadth of introductory programming. This paper is the report of an ITiCSE working group that conducted a systematic review in order to gain an overview of the introductory programming literature. Partitioning the literature into papers addressing the student, teaching, the curriculum, and assessment, we explore trends, highlight advances in knowledge over the past 15 years, and indicate possible directions for future research.",openalex,llm,0.830,unreviewed,
kept,Notional machines and introductory programming education,Juha Sorva,2013,ACM Transactions on Computing Education,10.1145/2483710.2483713,https://openalex.org/W1991469716,misconceptions; mental-models; notional-machine,"This article brings together, summarizes, and comments on several threads of research that have contributed to our understanding of the challenges that novice programmers face when learning about the runtime dynamics of programs and the role of the computer in program execution. More specifically, the review covers the literature on programming misconceptions, the cognitive theory of mental models, constructivist theory of knowledge and learning, phenomenographic research on experiencing programming, and the theory of threshold concepts. These bodies of work are examined in relation to the concept of a “notional machine”—an abstract computer for executing programs of a particular kind. As a whole, the literature points to notional machines as a major challenge in introductory programming education. It is argued that instructors should acknowledge the notional machine as an explicit learning objective and address it in teaching. Teaching within some programming paradigms, such as object-oriented programming, may benefit from using multiple notional machines at different levels of abstraction. Pointers to some promising pedagogical techniques are provided.",openalex,llm,0.970,unreviewed,
discarded,When novices surpass experts: The difficulty of a task may increase with expertise.,Beth Adelson,1984,Journal of Experimental Psychology Learning Memory and Cognition,10.1037/0278-7393.10.3.483,https://openalex.org/W2133764456,expertise-comparison; not-introductory-programming; not-focused-on-misconceptions,"A detailed look at the representations constructed by novice and expert computer programmers is presented. The issue is addressed by looking at the interaction between the representation naturally formed by programmers at each level of expertise and .an experimentally induced abstract or concrete mental set. The data suggest that, in the absence of an experimentally provided set, experts form abstract representations (denned here as what a program does), whereas novices form concrete representations (defined here as how a program functions). The data also suggest that appropriate sets can aid each group to form the representation not natural to them; however, these representations are not as stable as the preferred ones. The generality of the findings and the utility of the experts' representation of a task is discussed both in relation to computer programming and to problem solving in other domains. In the semantically rich domains of skilled problem solving (Bhaskar & Simon, 1977), the difference between experts and nonexperts is both qualitative and quantitative. Not only do experts perform better than novices on quantitative measures of skill but experimental manipulations also uncover qualitative differ- ences in the representations and strategies used by experts. Repeatedly, we find that the work- ing representations of experts are abstract conceptualizations of the original problem statement, whereas those of novices are less abstract and focus more on surface features of the problem. For example, in a recent ex- periment, Adelson (1981c) found that expert programmers used abstract, conceptually based representations when attempting to re- call programming material, whereas novices used syntactically based representations. Using a multitrial free-recall procedure, Adelson asked novice and expert programmers to recall a set of 16 lines of programming code that had been presented in random order. Although the subjects had not been told that the 16 lines",openalex,llm,0.820,unreviewed,
discarded,Studying the effect of AI Code Generators on Supporting Novice Learners in Introductory Programming,Majeed Kazemitabaar; Justin Chow; Carl Ka To; Barbara Ericson; David Weintrop; Tovi Grossman,2023,"PROCEEDINGS OF THE 2023 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2023",10.1145/3544548.3580919,https://openalex.org/W4321162272,ai-tools; intervention-study; not-focused-on-misconceptions,"AI code generators like OpenAI Codex have the potential to assist novice programmers by generating code from natural language descriptions, however, over-reliance might negatively impact learning and retention. To explore the implications that AI code generators have on introductory programming, we conducted a controlled experiment with 69 novices (ages 10-17). Learners worked on 45 Python code-authoring tasks, for which half of the learners had access to Codex, each followed by a code-modification task. Our results show that using Codex significantly increased code-authoring performance (1.15x increased completion rate and 1.8x higher scores) while not decreasing performance on manual code-modification tasks. Additionally, learners with access to Codex during the training phase performed slightly better on the evaluation post-tests conducted one week later, although this difference did not reach statistical significance. Of interest, learners with higher Scratch pre-test scores performed significantly better on retention post-tests, if they had prior access to Codex.",openalex,llm,0.970,unreviewed,
discarded,The Robots Are Coming: Exploring the Implications of OpenAI Codex on Introductory Programming,James Finnie-Ansley; Paul Denny; Brett A. Becker; Andrew Luxton-Reilly; James Prather,2022,"PROCEEDINGS OF THE 24TH AUSTRALASIAN COMPUTING EDUCATION CONFERENCE, ACE 2022",10.1145/3511861.3511863,https://openalex.org/W4211263275,ai-tools; codex-performance; not-focused-on-misconceptions,"Recent advances in artificial intelligence have been driven by an exponential growth in digitised data. Natural language processing, in particular, has been transformed by machine learning models such as OpenAI’s GPT-3 which generates human-like text so realistic that its developers have warned of the dangers of its misuse. In recent months OpenAI released Codex, a new deep learning model trained on Python code from more than 50 million GitHub repositories. Provided with a natural language description of a programming problem as input, Codex generates solution code as output. It can also explain (in English) input code, translate code between programming languages, and more. In this work, we explore how Codex performs on typical introductory programming problems. We report its performance on real questions taken from introductory programming exams and compare it to results from students who took these same exams under normal conditions, demonstrating that Codex outscores most students. We then explore how Codex handles subtle variations in problem wording using several published variants of the well-known “Rainfall Problem” along with one unpublished variant we have used in our teaching. We find the model passes many test cases for all variants. We also explore how much variation there is in the Codex generated solutions, observing that an identical input prompt frequently leads to very different solutions in terms of algorithmic approach and code length. Finally, we discuss the implications that such technology will have for computing education as it continues to evolve, including both challenges and opportunities.",openalex,llm,0.980,unreviewed,
kept,"Relationships between reading, tracing and writing skills in introductory programming",Mike Lopez; Jacqueline Whalley; Phil Robbins; Raymond Lister,2008,,10.1145/1404520.1404531,https://openalex.org/W2165365113,reading-tracing-writing; novice-difficulties; skills,"This study analyzed student responses to an examination, after the students had completed one semester of instruction in programming. The performance of students on code tracing tasks correlated with their performance on code writing tasks. A correlation was also found between performance on ""explain in plain English"" tasks and code writing. A stepwise regression, with performance on code writing as the dependent variable, was used to construct a path diagram. The diagram suggests the possibility of a hierarchy of programming related tasks. Knowledge of programming constructs forms the bottom of the hierarchy, with ""explain in English"", Parson's puzzles, and the tracing of iterative code forming one or more intermediate levels in the hierarchy.",openalex,llm,0.780,unreviewed,
kept,Factors Contributing to the Difficulties in Teaching and Learning of Computer Programming: A Literature Review,Chin Soon Cheah,2020,Contemporary Educational Technology,10.30935/cedtech/8247,https://openalex.org/W3021341584,difficulties; literature-review; introductory-programming,"This paper reviews the literature relating to the factors that contribute to the difficulties in learning of computer programming. Programming has been a difficult subject to learn and master even at the early stage of education. It has been a global problem and continues to worsen at the local level. Although, there are many education tools available to complement the teaching and learning of computer programming. The problem persists until present day. Even at the initial stage of computer introduction courses, there were high failure rates and high drop out. One of the rationalism behind this scenario is from the students’ lack of problem solving abilities. However, the problem does not only lie within the students’ level of efficacy. It involves the effective use of teaching and learning material as well. Therefore, the focus of this review is on the factors concerning the students learning method and the effectiveness of the teaching material. Based on plethora of literature review, it is vital that these two aspects need to be consider simultaneously to overcome the difficulties of learning computer programming. A much more comprehensive, effective and universal teaching and learning tools need to be design to address the severity of this problem.",openalex,llm,0.860,unreviewed,
kept,A multi-national study of reading and tracing skills in novice programmers,Raymond Lister; Elizabeth Adams; Sue Fitzgerald; William Fone; John Hamer; Morten Lindholm; Robert McCartney; Jan Erik Moström; Kate Sanders; Otto Seppälä; Beth Simon; Lynda Thomas,2004,ACM SIGCSE Bulletin,10.1145/1041624.1041673,https://openalex.org/W2122166962,reading-tracing; novice-difficulties; basic-programming-principles,"A study by a ITiCSE 2001 working group (""the McCracken Group"") established that many students do not know how to program at the conclusion of their introductory courses. A popular explanation for this incapacity is that the students lack the ability to problem-solve. That is, they lack the ability to take a problem description, decompose it into sub-problems and implement them, then assemble the pieces into a complete solution. An alternative explanation is that many students have a fragile grasp of both basic programming principles and the ability to systematically carry out routine programming tasks, such as tracing (or ""desk checking"") through code. This ITiCSE 2004 working group studied the alternative explanation, by testing students from seven countries, in two ways. First, students were tested on their ability to predict the outcome of executing a short piece of code. Second, students were tested on their ability, when given the desired function of short piece of near-complete code, to select the correct completion of the code from a small set of possibilities. Many students were weak at these tasks, especially the latter task, suggesting that such students have a fragile grasp of skills that are a prerequisite for problem-solving.",openalex,llm,0.900,unreviewed,
